date ,event name ,period,survey median,actual ,prior ,revision 
10/10/2023 10:00,Wholesale Inventories MoM,Aug F,-0.1,-0.1,-0.1,-0.04135
10/11/2023 7:00,MBA Mortgage Applications,45571,#N/A,0.6,-6,#N/A
10/11/2023 8:30,PPI Final Demand MoM,Sep,0.3,0.5,0.7,0.63056
10/12/2023 8:30,CPI MoM,Sep,0.3,0.4,0.6,0.51178
10/12/2023 8:30,Initial Jobless Claims,45572,210,209,207,216
10/12/2023 8:30,CPI YoY,Sep,3.6,3.7,3.7,#N/A
10/13/2023 10:00,U. of Mich. Sentiment,Oct P,67,63,68.1,#N/A
10/16/2023 8:30,Empire Manufacturing,Oct,-6,-4.6,1.9,#N/A
10/17/2023 8:30,Retail Sales Advance MoM,Sep,0.3,0.7,0.6,0.73803
10/17/2023 9:15,Industrial Production MoM,Sep,0,0.3,0.4,-0.07356
10/18/2023 7:00,MBA Mortgage Applications,45578,#N/A,-6.9,0.6,#N/A
10/18/2023 8:30,Housing Starts,Sep,1382.5,1358,1283,1305
10/19/2023 8:30,Initial Jobless Claims,45579,210,198,209,211
10/19/2023 10:00,Existing Home Sales,Sep,3.89,3.96,4.04,4.03
10/19/2023 10:00,Leading Index,Sep,-0.4,-0.7,-0.4,-0.4
10/24/2023 9:45,S&P Global US Manufacturing PMI,Oct P,49.5,#N/A,49.8,#N/A
10/25/2023 7:00,MBA Mortgage Applications,45585,#N/A,-1,-6.9,#N/A
10/25/2023 10:00,New Home Sales,Sep,680,759,675,654
10/26/2023 8:30,Initial Jobless Claims,45586,207,210,198,202
10/26/2023 8:30,Wholesale Inventories MoM,Sep P,0.1,0,-0.1,#N/A
10/26/2023 8:30,GDP Annualized QoQ,3Q A,4.5,4.9,2.1,#N/A
10/26/2023 8:30,Durable Goods Orders,Sep P,1.9,4.7,0.1,-0.1
10/27/2023 8:30,Personal Spending,Sep,0.5,0.7,0.4,0.30196
10/27/2023 8:30,Personal Income,Sep,0.4,0.3,0.4,0.47051
10/27/2023 10:00,U. of Mich. Sentiment,Oct F,63,63.8,63,#N/A
10/31/2023 9:45,MNI Chicago PMI,Oct,45,44,44.1,44.89983455
10/31/2023 10:00,Conf. Board Consumer Confidence,Oct,100.5,102.6,103,104.3
11/1/2023 7:00,MBA Mortgage Applications,45592,#N/A,-2.1,-1,#N/A
11/1/2023 8:15,ADP Employment Change,Oct,150,113,89,137
11/1/2023 9:45,S&P Global US Manufacturing PMI,Oct F,50,50,49.8,50
11/1/2023 10:00,ISM Manufacturing,Oct,49,46.7,49,48.6
11/1/2023 14:00,FOMC Rate Decision (Upper Bound),45597,5.5,5.5,5.5,#N/A
11/2/2023 8:30,Initial Jobless Claims,45593,210,217,210,213
11/2/2023 10:00,Durable Goods Orders,Sep F,4.7,4.6,4.7,4.04625
11/2/2023 10:00,Factory Orders,Sep,2.3,2.8,1.2,1
11/3/2023 8:30,Change in Nonfarm Payrolls,Oct,180,150,336,246.00003
11/3/2023 8:30,Unemployment Rate,Oct,3.8,3.9,3.8,#N/A
11/7/2023 8:30,Trade Balance,Sep,-59.8,-61.542,-58.303,-58.947
11/8/2023 7:00,MBA Mortgage Applications,45599,#N/A,2.5,-2.1,#N/A
11/8/2023 10:00,Wholesale Inventories MoM,Sep F,0,0.2,0,0.003
11/9/2023 8:30,Initial Jobless Claims,45600,218,217,217,216
11/10/2023 10:00,U. of Mich. Sentiment,Nov P,63.65,60.4,63.8,#N/A
11/14/2023 8:30,CPI MoM,Oct,0.1,0,0.4,#N/A
11/14/2023 8:30,CPI YoY,Oct,3.3,3.2,3.7,#N/A
11/15/2023 7:00,MBA Mortgage Applications,45606,#N/A,2.8,2.5,#N/A
11/15/2023 8:30,Retail Sales Advance MoM,Oct,-0.3,-0.1,0.7,0.82398
11/15/2023 8:30,PPI Final Demand MoM,Oct,0.1,-0.5,0.5,0.2142617
11/15/2023 8:30,Empire Manufacturing,Nov,-3,9.1,-4.6,#N/A
11/16/2023 8:30,Initial Jobless Claims,45607,220,231,217,216
11/16/2023 9:15,Industrial Production MoM,Oct,-0.4,-0.6,0.3,0.17777
11/17/2023 8:30,Housing Starts,Oct,1350,1372,1358,1356
11/20/2023 10:00,Leading Index,Oct,-0.7,-0.8,-0.7,-0.8
11/21/2023 10:00,Existing Home Sales,Oct,3.9,3.79,3.96,3.98
11/22/2023 7:00,MBA Mortgage Applications,45613,#N/A,3,2.8,#N/A
11/22/2023 8:30,Initial Jobless Claims,45614,227,209,231,228
11/22/2023 8:30,Durable Goods Orders,Oct P,-3.2,-5.4,4.6,4
11/22/2023 10:00,U. of Mich. Sentiment,Nov F,61,61.3,60.4,#N/A
11/24/2023 9:45,S&P Global US Manufacturing PMI,Nov P,49.9,#N/A,50,#N/A
11/27/2023 10:00,New Home Sales,Oct,720.5,679,759,698
11/28/2023 10:00,Conf. Board Consumer Confidence,Nov,101,102,102.6,99.1
11/29/2023 7:00,MBA Mortgage Applications,45620,#N/A,0.3,3,#N/A
11/29/2023 8:30,Wholesale Inventories MoM,Oct P,0.2,-0.2,0.2,0.1
11/29/2023 8:30,GDP Annualized QoQ,3Q S,5,5.2,4.9,#N/A
11/30/2023 8:30,Personal Income,Oct,0.2,0.2,0.3,0.35394
11/30/2023 8:30,Initial Jobless Claims,45621,218,218,209,213
11/30/2023 8:30,Personal Spending,Oct,0.2,0.2,0.7,#N/A
11/30/2023 9:45,MNI Chicago PMI,Nov,46,55.8,44,45.03208562
12/1/2023 9:45,S&P Global US Manufacturing PMI,Nov F,49.5,49.4,50,49.4
12/1/2023 10:00,ISM Manufacturing,Nov,47.8,46.7,46.7,46.9
12/4/2023 10:00,Durable Goods Orders,Oct F,-5.4,-5.4,-5.4,-5.11977
12/4/2023 10:00,Factory Orders,Oct,-3,-3.6,2.8,2.3
12/6/2023 7:00,MBA Mortgage Applications,45627,#N/A,2.8,0.3,#N/A
12/6/2023 8:15,ADP Employment Change,Nov,130,103,113,111
12/6/2023 8:30,Trade Balance,Oct,-64.2,-64.255,-61.542,-61.943
12/7/2023 8:30,Initial Jobless Claims,45628,220,220,218,213
12/7/2023 10:00,Wholesale Inventories MoM,Oct F,-0.2,-0.4,-0.2,-0.3
12/8/2023 8:30,Unemployment Rate,Nov,3.9,3.7,3.9,3.8
12/8/2023 8:30,Change in Nonfarm Payrolls,Nov,185,199,150,165
12/8/2023 10:00,U. of Mich. Sentiment,Dec P,62,69.4,61.3,#N/A
12/12/2023 8:30,CPI MoM,Nov,0,0.1,0,0.07908
12/12/2023 8:30,CPI YoY,Nov,3.1,3.1,3.2,#N/A
12/13/2023 7:00,MBA Mortgage Applications,45634,#N/A,7.4,2.8,#N/A
12/13/2023 8:30,PPI Final Demand MoM,Nov,0,0,-0.5,-0.3273637
12/13/2023 14:00,FOMC Rate Decision (Upper Bound),45639,5.5,5.5,5.5,#N/A
12/14/2023 8:30,Retail Sales Advance MoM,Nov,-0.1,0.3,-0.1,-0.25181
12/14/2023 8:30,Initial Jobless Claims,45635,220,202,220,216
12/15/2023 8:30,Empire Manufacturing,Dec,2,-14.5,9.1,#N/A
12/15/2023 9:15,Industrial Production MoM,Nov,0.3,0.2,-0.6,-0.72335
12/15/2023 9:45,S&P Global US Manufacturing PMI,Dec P,49.5,#N/A,49.4,#N/A
12/19/2023 8:30,Housing Starts,Nov,1360,1560,1372,1376
12/20/2023 7:00,MBA Mortgage Applications,45641,#N/A,-1.5,7.4,#N/A
12/20/2023 10:00,Existing Home Sales,Nov,3.78,3.82,3.79,3.85
12/20/2023 10:00,Conf. Board Consumer Confidence,Dec,104.5,110.7,102,101
12/21/2023 8:30,Initial Jobless Claims,45642,215,205,202,205
12/21/2023 8:30,GDP Annualized QoQ,3Q T,5.2,4.9,5.2,#N/A
12/21/2023 10:00,Leading Index,Nov,-0.5,-0.5,-0.8,-0.9
12/22/2023 8:30,Personal Spending,Nov,0.3,0.2,0.2,0.18813
12/22/2023 8:30,Personal Income,Nov,0.4,0.4,0.2,0.21904
12/22/2023 8:30,Durable Goods Orders,Nov P,2.3,5.4,-5.4,-5.1
12/22/2023 10:00,New Home Sales,Nov,690,590,679,670
12/22/2023 10:00,U. of Mich. Sentiment,Dec F,69.4,69.7,69.4,#N/A
12/28/2023 8:30,Initial Jobless Claims,45649,210,218,205,207
12/28/2023 8:30,Wholesale Inventories MoM,Nov P,-0.15,-0.2,-0.4,-0.3
12/29/2023 9:45,MNI Chicago PMI,Dec,50,46.9,55.8,55.59368824
1/2/2024 9:45,S&P Global US Manufacturing PMI,Dec F,48.35,47.9,49.4,47.9
1/3/2024 7:00,MBA Mortgage Applications,45655,#N/A,-10.7,1.4,#N/A
1/3/2024 10:00,ISM Manufacturing,Dec,47.1,47.4,46.7,46.6
1/4/2024 8:15,ADP Employment Change,Dec,125,164,103,104
1/4/2024 8:30,Initial Jobless Claims,45656,216,202,218,213
1/5/2024 8:30,Change in Nonfarm Payrolls,Dec,175,216,199,181.99998
1/5/2024 8:30,Unemployment Rate,Dec,3.8,3.7,3.7,#N/A
1/5/2024 10:00,Durable Goods Orders,Nov F,5.4,5.4,5.4,5.41937
1/5/2024 10:00,Factory Orders,Nov,2.35,2.6,-3.6,-3.4
1/9/2024 8:30,Trade Balance,Nov,-64.9,-63.207,-64.255,-65.214
1/10/2024 7:00,MBA Mortgage Applications,45296,#N/A,9.9,-10.7,#N/A
1/10/2024 10:00,Wholesale Inventories MoM,Nov F,-0.2,-0.2,-0.2,-0.25979
1/11/2024 8:30,CPI MoM,Dec,0.2,0.3,0.1,0.1603
1/11/2024 8:30,Initial Jobless Claims,45297,210,202,202,198
1/11/2024 8:30,CPI YoY,Dec,3.2,3.4,3.1,#N/A
1/12/2024 8:30,PPI Final Demand MoM,Dec,0.1,-0.1,0,0.05345207
1/16/2024 8:30,Empire Manufacturing,Jan,-5,-43.7,-14.5,#N/A
1/17/2024 7:00,MBA Mortgage Applications,45303,#N/A,10.4,9.9,#N/A
1/17/2024 8:30,Retail Sales Advance MoM,Dec,0.4,0.6,0.3,-0.02729
1/17/2024 9:15,Industrial Production MoM,Dec,-0.1,0.1,0.2,0.43422
1/18/2024 8:30,Housing Starts,Dec,1425,1460,1560,1512
1/18/2024 8:30,Initial Jobless Claims,45304,205,187,202,198
1/19/2024 10:00,Existing Home Sales,Dec,3.83,3.78,3.82,3.91
1/19/2024 10:00,U. of Mich. Sentiment,Jan P,70.1,78.8,69.7,#N/A
1/22/2024 10:00,Leading Index,Dec,-0.3,-0.1,-0.5,-0.5
1/24/2024 7:00,MBA Mortgage Applications,45310,#N/A,3.7,10.4,#N/A
1/24/2024 9:45,S&P Global US Manufacturing PMI,Jan P,47.55,#N/A,47.9,#N/A
1/25/2024 8:30,Initial Jobless Claims,45311,200,214,187,194
1/25/2024 8:30,GDP Annualized QoQ,4Q A,2,3.3,4.9,#N/A
1/25/2024 8:30,Wholesale Inventories MoM,Dec P,-0.15,0.4,-0.2,-0.4
1/25/2024 8:30,Durable Goods Orders,Dec P,1.5,0,5.4,5.5
1/25/2024 10:00,New Home Sales,Dec,649,664,590,609
1/26/2024 8:30,Personal Income,Dec,0.3,0.3,0.4,0.38199
1/26/2024 8:30,Personal Spending,Dec,0.5,0.7,0.2,0.4
1/30/2024 10:00,Conf. Board Consumer Confidence,Jan,114.8,114.8,110.7,108
1/31/2024 7:00,MBA Mortgage Applications,45317,#N/A,-7.2,3.7,#N/A
1/31/2024 8:15,ADP Employment Change,Jan,150,107,164,158
1/31/2024 9:45,MNI Chicago PMI,Jan,48,46,46.9,47.19730369
1/31/2024 14:00,FOMC Rate Decision (Upper Bound),45322,5.5,5.5,5.5,#N/A
2/1/2024 8:30,Initial Jobless Claims,45318,212,224,214,221
2/1/2024 9:45,S&P Global US Manufacturing PMI,Jan F,50.3,50.7,47.9,50.7
2/1/2024 10:00,ISM Manufacturing,Jan,47.15,49.1,47.4,47.1
2/2/2024 8:30,Change in Nonfarm Payrolls,Jan,185,353,216,290
2/2/2024 8:30,Unemployment Rate,Jan,3.8,3.7,3.7,#N/A
2/2/2024 10:00,Durable Goods Orders,Dec F,0,0,0,-0.25355
2/2/2024 10:00,U. of Mich. Sentiment,Jan F,78.85,79,78.8,#N/A
2/2/2024 10:00,Factory Orders,Dec,0.2,0.2,2.6,#N/A
2/7/2024 7:00,MBA Mortgage Applications,45324,#N/A,3.7,-7.2,#N/A
2/7/2024 8:30,Trade Balance,Dec,-62,-62.201,-63.2,-62.658
2/8/2024 8:30,Initial Jobless Claims,45325,220,218,224,225
2/8/2024 10:00,Wholesale Inventories MoM,Dec F,0.4,0.4,0.4,0.48928
2/13/2024 8:30,CPI MoM,Jan,0.2,0.3,0.3,0.2331
2/13/2024 8:30,CPI YoY,Jan,2.9,3.1,3.4,#N/A
2/14/2024 7:00,MBA Mortgage Applications,45331,#N/A,-2.3,3.7,#N/A
2/15/2024 8:30,Retail Sales Advance MoM,Jan,-0.2,-0.8,0.6,0.10962
2/15/2024 8:30,Initial Jobless Claims,45332,220,212,218,213
2/15/2024 8:30,Empire Manufacturing,Feb,-12.5,-2.4,-43.7,#N/A
2/15/2024 9:15,Industrial Production MoM,Jan,0.2,-0.1,0.1,-0.29467
2/16/2024 8:30,Housing Starts,Jan,1460,1331,1460,1566
2/16/2024 8:30,PPI Final Demand MoM,Jan,0.1,0.3,-0.1,#N/A
2/16/2024 10:00,U. of Mich. Sentiment,Feb P,80,79.6,79,#N/A
2/20/2024 10:00,Leading Index,Jan,-0.3,-0.4,-0.1,-0.2
2/21/2024 7:00,MBA Mortgage Applications,45338,#N/A,-10.6,-2.3,-3.3
2/22/2024 8:30,Initial Jobless Claims,45339,216,201,212,211
2/22/2024 9:45,S&P Global US Manufacturing PMI,Feb P,50.65,#N/A,50.7,#N/A
2/22/2024 10:00,Existing Home Sales,Jan,3.965,4,3.78,3.88
2/26/2024 10:00,New Home Sales,Jan,684,661,664,653
2/27/2024 8:30,Durable Goods Orders,Jan P,-5,-6.1,0,-0.3
2/27/2024 10:00,Conf. Board Consumer Confidence,Feb,115,106.7,114.8,110.9
2/28/2024 7:00,MBA Mortgage Applications,45345,#N/A,-5.6,-10.6,#N/A
2/28/2024 8:30,GDP Annualized QoQ,4Q S,3.3,3.2,3.3,#N/A
2/28/2024 8:30,Wholesale Inventories MoM,Jan P,0.2,-0.1,0.4,#N/A
2/29/2024 8:30,Personal Spending,Jan,0.2,0.2,0.7,0.58557
2/29/2024 8:30,Initial Jobless Claims,45346,210,215,201,200
2/29/2024 8:30,Personal Income,Jan,0.4,1,0.3,#N/A
2/29/2024 9:45,MNI Chicago PMI,Feb,48,44,46,#N/A
3/1/2024 9:45,S&P Global US Manufacturing PMI,Feb F,51.5,52.2,50.7,52.2
3/1/2024 10:00,U. of Mich. Sentiment,Feb F,79.6,76.9,79.6,#N/A
3/1/2024 10:00,ISM Manufacturing,Feb,49.5,47.8,49.1,#N/A
3/5/2024 10:00,Durable Goods Orders,Jan F,-6.1,-6.2,-6.1,-6.87313
3/5/2024 10:00,Factory Orders,Jan,-2.9,-3.6,0.2,-0.3
3/6/2024 7:00,MBA Mortgage Applications,45352,#N/A,9.7,-5.6,#N/A
3/6/2024 8:15,ADP Employment Change,Feb,150,140,107,111
3/6/2024 10:00,Wholesale Inventories MoM,Jan F,-0.1,-0.3,-0.1,-0.18908
3/7/2024 8:30,Trade Balance,Jan,-63.5,-67.434,-62.201,-64.2
3/7/2024 8:30,Initial Jobless Claims,45353,216,217,215,213
3/8/2024 8:30,Change in Nonfarm Payrolls,Feb,200,275,353,256
3/8/2024 8:30,Unemployment Rate,Feb,3.7,3.9,3.7,#N/A
3/12/2024 8:30,CPI MoM,Feb,0.4,0.4,0.3,#N/A
3/12/2024 8:30,CPI YoY,Feb,3.1,3.2,3.1,#N/A
3/13/2024 7:00,MBA Mortgage Applications,45359,#N/A,7.1,9.7,#N/A
3/14/2024 8:30,PPI Final Demand MoM,Feb,0.3,0.6,0.3,0.3636761
3/14/2024 8:30,Retail Sales Advance MoM,Feb,0.8,0.6,-0.8,-0.87388
3/14/2024 8:30,Initial Jobless Claims,45360,218,209,217,210
3/15/2024 8:30,Empire Manufacturing,Mar,-7,-20.9,-2.4,#N/A
3/15/2024 9:15,Industrial Production MoM,Feb,0,0.1,-0.1,-0.5
3/15/2024 10:00,U. of Mich. Sentiment,Mar P,77.1,76.5,76.9,#N/A
3/19/2024 8:30,Housing Starts,Feb,1440,1521,1331,1374
3/20/2024 7:00,MBA Mortgage Applications,45366,#N/A,-1.6,7.1,#N/A
3/20/2024 14:00,FOMC Rate Decision (Upper Bound),45371,5.5,5.5,5.5,#N/A
3/21/2024 8:30,Initial Jobless Claims,45367,213,210,209,212
3/21/2024 9:45,S&P Global US Manufacturing PMI,Mar P,51.75,#N/A,52.2,#N/A
3/21/2024 10:00,Leading Index,Feb,-0.1,0.1,-0.4,#N/A
3/21/2024 10:00,Existing Home Sales,Feb,3.95,4.38,4,#N/A
3/25/2024 10:00,New Home Sales,Feb,676.5,662,661,664
3/26/2024 8:30,Durable Goods Orders,Feb P,1,1.4,-6.2,-6.9
3/26/2024 10:00,Conf. Board Consumer Confidence,Mar,107,104.7,106.7,104.8
3/27/2024 7:00,MBA Mortgage Applications,45373,#N/A,-0.7,-1.6,#N/A
3/28/2024 8:30,GDP Annualized QoQ,4Q T,3.2,3.4,3.2,#N/A
3/28/2024 8:30,Initial Jobless Claims,45374,212,210,210,212
3/28/2024 9:45,MNI Chicago PMI,Mar,46,41.4,44,#N/A
3/28/2024 10:00,U. of Mich. Sentiment,Mar F,76.5,79.4,76.5,#N/A
3/29/2024 8:30,Personal Income,Feb,0.4,0.3,1,#N/A
3/29/2024 8:30,Personal Spending,Feb,0.5,0.8,0.2,#N/A
3/29/2024 8:30,Wholesale Inventories MoM,Feb P,0.2,0.5,-0.3,-0.2
4/1/2024 9:45,S&P Global US Manufacturing PMI,Mar F,52.5,51.9,52.5,#N/A
4/1/2024 10:00,ISM Manufacturing,Mar,48.3,50.3,47.8,#N/A
4/2/2024 10:00,Factory Orders,Feb,1,1.4,-3.6,-3.8
4/2/2024 10:00,Durable Goods Orders,Feb F,1.4,1.3,1.4,#N/A
4/3/2024 7:00,MBA Mortgage Applications,45380,#N/A,-0.6,-0.7,#N/A
4/3/2024 8:15,ADP Employment Change,Mar,150,184,140,155
4/4/2024 8:30,Trade Balance,Feb,-67.6,-68.901,-67.434,-67.6
4/4/2024 8:30,Initial Jobless Claims,45381,214,221,210,212
4/5/2024 8:30,Change in Nonfarm Payrolls,Mar,214,303,275,270
4/5/2024 8:30,Unemployment Rate,Mar,3.8,3.8,3.9,#N/A
4/10/2024 7:00,MBA Mortgage Applications,45387,#N/A,0.1,-0.6,#N/A
4/10/2024 8:30,CPI MoM,Mar,0.3,0.4,0.4,#N/A
4/10/2024 8:30,CPI YoY,Mar,3.4,3.5,3.2,#N/A
4/10/2024 10:00,Wholesale Inventories MoM,Feb F,0.5,0.5,0.5,#N/A
4/11/2024 8:30,PPI Final Demand MoM,Mar,0.3,0.2,0.6,#N/A
4/11/2024 8:30,Initial Jobless Claims,45388,215,211,221,222
4/12/2024 10:00,U. of Mich. Sentiment,Apr P,79,77.9,79.4,#N/A
4/15/2024 8:30,Empire Manufacturing,Apr,-5.2,-14.3,-20.9,#N/A
4/15/2024 8:30,Retail Sales Advance MoM,Mar,0.4,0.7,0.6,0.9
